frame_duration_us,requested_fps,run_ok,cam0_fps,cam0_frames,cam0_ms_per_frame,cam1_fps,cam1_frames,cam1_ms_per_frame,note
1775,563.38,True,513.97,2570,1.946,513.75,2569,1.946,
1750,571.43,True,513.14,2566,1.949,510.16,2551,1.96,
1725,579.71,True,513.17,2566,1.949,512.4,2563,1.952,
1700,588.24,True,512.59,2564,1.951,511.87,2560,1.954,
1675,597.01,True,499.24,2497,2.003,497.04,2486,2.012,
